code,file,drawn_size_mm,legend,check,intervene,notes
W2-7,Warning Signs/ROUNDABOUT_YELLOW_DIAMOND_W2-7.svg,1060.66x1060.66,,ok,,"symbol:w2-7_roundabout Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Symbol centred on both centrelines (drawing). Box = the R312 construction circle square (624) centred; tracer must use that square as the viewBox so the centre lands on the sign centre. QA: box set to the drawn ink extent about the sign centre (318 left, 286 right, 304 above, 286 below; measured on the illustration) because the tracer's viewBox is the ink extent, not the R312 construction square; the arrows' extents are not dimensioned."
W2-8(L),Warning Signs/STAGGERED_SIDE_ROADS_YELLOW_DIAMOND_W2-8(L).svg,1060.66x1060.66,,ok,,"symbol:w2-8_staggered_side_roads_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Box: tip 375 above centreline, then 125 | 80 (left arm) | 110 (sign chain, 690 total); width 410 centred (inset 150|110|150; pixel check 410). FLAG: sign bottom row reads '200 | 55 | 55' (copied from W2-4) but the inset and drawn symbol have 150 arms; inset used. Inset chain 240+280+80+110 = 710 vs sign 690 (same 20 discrepancy as W2-1)."
W2-8(R),Warning Signs/STAGGERED_SIDE_ROADS_YELLOW_DIAMOND_W2-8(R).svg,1060.66x1060.66,,ok,,"symbol:w2-8_staggered_side_roads_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Box: tip 375 above centreline, then 125 | 80 (left arm) | 110 (sign chain, 690 total); width 410 centred (inset 150|110|150; pixel check 410). FLAG: sign bottom row reads '200 | 55 | 55' (copied from W2-4) but the inset and drawn symbol have 150 arms; inset used. Inset chain 240+280+80+110 = 710 vs sign 690 (same 20 discrepancy as W2-1)."
W2-9(L),Warning Signs/SIDE_ROAD_CURVE_OUTSIDE_YELLOW_DIAMOND_W2-9(L).svg,1060.66x1060.66,,ok,,"symbol:w2-9_side_road_curve_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Curve family: stem near edge 75 right of centreline and bottom 270 below centreline (stated); no overall width/height is stated on the sign. Box derived from the inset geometry with the arrowhead 220 from barb line to tip (the inset's 240 runs to the 20 notch line) and inner R235 as W1-3: tip 372.4 from stem near edge (=297.4 from centreline; W1-3 states 300), height 510.9. FLAG: this inset states 285 (arc centre from stem edge) and 240 (arrowhead); the drawn sign symbol matches R235 / 220 (tip 297 and arm end 256 from centreline measured) - R235/220 used. Arm end = -235 + 495 cos37.5 + 40 sin37.5 = 182 right of stem near edge -> width 554.5."
W2-9(R),Warning Signs/SIDE_ROAD_CURVE_OUTSIDE_YELLOW_DIAMOND_W2-9(R).svg,1060.66x1060.66,,ok,,"symbol:w2-9_side_road_curve_l Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Curve family: stem near edge 75 right of centreline and bottom 270 below centreline (stated); no overall width/height is stated on the sign. Box derived from the inset geometry with the arrowhead 220 from barb line to tip (the inset's 240 runs to the 20 notch line) and inner R235 as W1-3: tip 372.4 from stem near edge (=297.4 from centreline; W1-3 states 300), height 510.9. FLAG: this inset states 285 (arc centre from stem edge) and 240 (arrowhead); the drawn sign symbol matches R235 / 220 (tip 297 and arm end 256 from centreline measured) - R235/220 used. Arm end = -235 + 495 cos37.5 + 40 sin37.5 = 182 right of stem near edge -> width 554.5."
W3-1,Warning Signs/STOP_SIGN_AHEAD_YELLOW_DIAMOND_W3-1.svg,1060.66x1060.66,,ok,," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Left chain 219 arrow | 88 | 63 | 375 octagon: octagon top 63 above centreline, arrow bottom 151 above, arrow top 370 above; all centred (12 | 351 | 12). Octagon (flat top) 375 across flats, white edge strip 12 -> red octagon 351 across flats; drawn as polygons with square corners (no corner radius stated for the octagon). Red octagon with white edge strip per drawing note."
W3-2,Warning Signs/GIVE_WAY_SIGN_AHEAD_YELLOW_DIAMOND_W3-2.svg,1060.66x1060.66,,ok,,"symbol:w3-2_give_way_red Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Left chain 219 arrow | 88 | 83 | 444 triangle: triangle top 83 above centreline, arrow bottom 171 above, arrow top 390 above; centred. Arrow taken as the W3-1 arrow (only the triangle is in this inset). QA: emblem drawn as a white rounded triangle polygon (sharp side 540.6 = 504 - 50 + 2*25*sqrt3, R25, apex 915.53; bbox 504 x 443.2 vs stated 444) with the traced red band (box 480 x 420, 12 inside) on top; the white centre is the polygon showing through the band's hole. A combined red+white trace picked up the diamond corners/paper in the box's empty bottom corners as white."
W3-3-1,Warning Signs/SIGNALS_AHEAD_YELLOW_DIAMOND_W3-3-1.svg,1060.66x1060.66,,ok,,"symbol:w3-3_signals Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). No position dimension on the sign: placed with the middle lamp centre on the sign centre (body top 275 above centreline, hook top 305 above, bottom 367 below), which matches the drawing (measured -305 / +371). Overall height 672 = 642 body + 25 hook + 5 neck (hook dims read from inset). "
W3-3-2,Warning Signs/SIGNALS_AHEAD_YELLOWGREEN_DIAMOND_W3-3-2.svg,1060.66x1060.66,,ok,,"symbol:w3-3_signals Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellowgreen edge, 30 black border (as drawing). No position dimension on the sign: placed with the middle lamp centre on the sign centre (body top 275 above centreline, hook top 305 above, bottom 367 below), which matches the drawing (measured -305 / +371). Overall height 672 = 642 body + 25 hook + 5 neck (hook dims read from inset). Fluorescent yellow-green ground/edge."
W3-4-1,Warning Signs/SPEED_HUMP_AHEAD_YELLOW_DIAMOND_W3-4-1.svg,1060.66x1060.66,,ok,," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Hump drawn as path (fully dimensioned): base 608 x 56, shoulders 86, R250 arc rising to 184 above the base bottom (chord 436, sagitta 128 -> R250 consistent); hump top 63 above centreline, bottom 121 below (63 | 121), centred. Arrow (same as W3-1: 250 x 219, 81 stem, R8) top 370 above centreline (stated), centred."
W3-4-2(L),Warning Signs/SPEED_HUMP_AHEAD_DIAGONAL_YELLOW_DIAMOND_W3-4-2(L).svg,1060.66x1060.66,,ok,," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Hump drawn as path (fully dimensioned): base 608 x 56, shoulders 86, R250 arc rising to 184 above the base bottom (chord 436, sagitta 128 -> R250 consistent); hump top 63 above centreline, bottom 121 below (63 | 121), centred. Arrow = W3-1 arrow rotated 45 deg (up-left for L). Box is the UNROTATED 250 x 219 arrow centred on the rotation centre; generator rotates about the box centre. Rotation centre from drawing: arrow top 346 above centreline (stated) -> centre y = -346 + 77.4 (rotated tip offset) = -268.6; stem's lowest corner 263 left of hump right edge (x = +41) -> centre x = 41 - 48.8 = -7.8. FLAG: inset 275 (hump bottom to arrow lowest corner) gives that corner at -154, i.e. arrow 192 tall, but a 250x219 arrow rotated 45 is 183.5 tall (346 used). Per-hand elements with mirror:false because the generator applies the hand mirror inside the rotation (rotation centre/angle are not mirrored). Arrow drawn geometrically (W3-1 dims) with heading -135 / -45; box is the rotated outline's extent placed so the unrotated box centre stays at the rotation centre above. Arrow box set to the rotated arrow's computed extent (191.5 square) about the same centre; the drawing dimensions the arrow unrotated (250 x 219) and does not give the rotated extent."
W3-4-2(R),Warning Signs/SPEED_HUMP_AHEAD_DIAGONAL_YELLOW_DIAMOND_W3-4-2(R).svg,1060.66x1060.66,,ok,," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Hump drawn as path (fully dimensioned): base 608 x 56, shoulders 86, R250 arc rising to 184 above the base bottom (chord 436, sagitta 128 -> R250 consistent); hump top 63 above centreline, bottom 121 below (63 | 121), centred. Arrow = W3-1 arrow rotated 45 deg (up-left for L). Box is the UNROTATED 250 x 219 arrow centred on the rotation centre; generator rotates about the box centre. Rotation centre from drawing: arrow top 346 above centreline (stated) -> centre y = -346 + 77.4 (rotated tip offset) = -268.6; stem's lowest corner 263 left of hump right edge (x = +41) -> centre x = 41 - 48.8 = -7.8. FLAG: inset 275 (hump bottom to arrow lowest corner) gives that corner at -154, i.e. arrow 192 tall, but a 250x219 arrow rotated 45 is 183.5 tall (346 used). Per-hand elements with mirror:false because the generator applies the hand mirror inside the rotation (rotation centre/angle are not mirrored). Arrow drawn geometrically (W3-1 dims) with heading -135 / -45; box is the rotated outline's extent placed so the unrotated box centre stays at the rotation centre above. Arrow box set to the rotated arrow's computed extent (191.5 square) about the same centre; the drawing dimensions the arrow unrotated (250 x 219) and does not give the rotated extent."
W3-4-3(L),Warning Signs/SPEED_HUMP_SIDE_ROAD_YELLOW_DIAMOND_W3-4-3(L).svg,1060.66x1060.66,,ok,," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Hump drawn as path (fully dimensioned): base 608 x 56, shoulders 86, R250 arc rising to 184 above the base bottom (chord 436, sagitta 128 -> R250 consistent); hump top 63 above centreline, bottom 121 below (63 | 121), centred. Arrow = W3-1 arrow rotated 90 deg (points left for L): axis 382 above hump bottom (inset) = 261 above centreline; stem end 216 left of hump right edge (x = +88), tip at +88 - 219 = -131 -> rotated arrow spans x -131..+88, y -386..-136; box is the unrotated 250 x 219 arrow centred at (-21.5, -261). Per-hand elements with mirror:false (generator mirrors inside the rotation). Measured on drawing: x -128..90, y -385..-134. Arrow drawn geometrically (W3-1 dims) with heading 180 / 0; box is the rotated 219 x 250 extent about the same centre."
W3-4-3(R),Warning Signs/SPEED_HUMP_SIDE_ROAD_YELLOW_DIAMOND_W3-4-3(R).svg,1060.66x1060.66,,ok,," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Hump drawn as path (fully dimensioned): base 608 x 56, shoulders 86, R250 arc rising to 184 above the base bottom (chord 436, sagitta 128 -> R250 consistent); hump top 63 above centreline, bottom 121 below (63 | 121), centred. Arrow = W3-1 arrow rotated 90 deg (points left for L): axis 382 above hump bottom (inset) = 261 above centreline; stem end 216 left of hump right edge (x = +88), tip at +88 - 219 = -131 -> rotated arrow spans x -131..+88, y -386..-136; box is the unrotated 250 x 219 arrow centred at (-21.5, -261). Per-hand elements with mirror:false (generator mirrors inside the rotation). Measured on drawing: x -128..90, y -385..-134. Arrow drawn geometrically (W3-1 dims) with heading 180 / 0; box is the rotated 219 x 250 extent about the same centre."
W4-1,Warning Signs/NARROW_BRIDGE_YELLOW_DIAMOND_W4-1.svg,1060.66x1060.66,,ok,,"symbol:w4-1_narrow_bridge Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). No position dimensions on the sign: centred on both centrelines as drawn (measured x -185..187, y -282..284). Height 568 stated; width 375 from the grid (outer corners on grid lines), flag."
W4-10,Warning Signs/THREE_LANE_TWO_WAY_YELLOW_DIAMOND_W4-10.svg,1060.66x1060.66,,ok,," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Three arrows (left up, middle and right down = same arrow rotated 180 about its box centre). Axes: middle arrow axis 23 right of centreline; bottom row 256 | 206 is measured from that axis -> left axis -233, right axis +229 (pixel check -232 / +23 / +231). Vertical: 185 from centreline to arrow bottoms (stated) -> all arrows y -190..+185. Arrows drawn as polygons from the inset: 375 long, head 160 x 175, notch 16, shaft tapering 50 (at the notch) to 66 (tail), R10 barbs."
W4-11,Warning Signs/TWO_WAY_TRAFFIC_YELLOW_DIAMOND_W4-11.svg,1060.66x1060.66,,ok,," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Arrow axes 153 each side of centreline (153 | 153; overall 525 = 2 x 153 + 219). No vertical dimension on the sign: centred as drawn (measured y -234..238). Right arrow = the same arrow rotated 180. Arrows drawn as polygons from the inset: 470 long, head 200 x 219, notch 20, shaft tapering 62 to 82, R12 barbs."
W4-3,Warning Signs/ROAD_NARROWS_YELLOW_DIAMOND_W4-3.svg,1060.66x1060.66,,ok,,"symbol:w4-3_road_narrows Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Top 294 above centreline (stated), centred horizontally."
W4-4,Warning Signs/DIVIDED_ROAD_YELLOW_DIAMOND_W4-4.svg,1060.66x1060.66,,ok,,"symbol:w4-4_divided_road Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). No position dimensions on the sign: centred on both centrelines as drawn (measured y -281..284, x -152..154)."
W4-5,Warning Signs/ISLAND_YELLOW_DIAMOND_W4-5.svg,1060.66x1060.66,ISLAND,ok,," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). ISLAND 150 D centred on the horizontal centreline (150 D bracket straddles it), 669 wide (= | 669 | =)."
W4-6,Warning Signs/DIVIDED_ROAD_ENDS_YELLOW_DIAMOND_W4-6.svg,1060.66x1060.66,,ok,,"symbol:w4-4_divided_road Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). From the W4-4 drawing (lower diamond 'W4-6 (W4-4 INVERTED)'); no separate PNG. Symbol centred and flipped vertically (flip v mirrors about the sign centreline; box is centred so position is exact)."
W4-8,intervene/Warning Signs/LOW_CLEARANCE_2.2_M_YELLOW_DIAMOND_W4-8.svg,1060.66x1060.66,LOW CLEARANCE 2.2 m,ok,"vertical datum of the LOW / CLEARANCE / numeral block is not dimensioned: spec anchors the 200 D numeral top on the centreline, illustration shows the block ~30 mm higher - LOW top ~204 vs 240; intervene set"," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Right chain 80 D | 40 | 80 C | 90 | (34 | 160 Emod) = 200 D: numerals 200 D with top on the horizontal centreline (200 D bracket starts at the centreline), baseline +200; CLEARANCE 80 C baseline -90 (top -170); LOW 80 D baseline -210 (top -290). 'm' 160 Emod on the same baseline as runs (drawing shows its top 34 below the numeral top, i.e. 194 not 200 - 6 mm drawing inconsistency; common baseline used). Bottom rows: LOW 198, CLEARANCE 500, numerals Varies | 60 | m 175, group centred. Vary values chosen (not stated). QA: the drawing gives the 80/40/80/90/200 chain but no dimension from the sign edge or centreline to it; the illustration measures LOW top ~204, CLEARANCE 324-408, numeral baseline ~698 (numeral top ~498, i.e. ~30 above the centreline), so the centreline anchor used here is not confirmed - needs a decision."
W4-8,intervene/Warning Signs/LOW_CLEARANCE_2.5_M_YELLOW_DIAMOND_W4-8.svg,1060.66x1060.66,LOW CLEARANCE 2.5 m,ok,"vertical datum of the LOW / CLEARANCE / numeral block is not dimensioned: spec anchors the 200 D numeral top on the centreline, illustration shows the block ~30 mm higher - LOW top ~204 vs 240; intervene set"," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Right chain 80 D | 40 | 80 C | 90 | (34 | 160 Emod) = 200 D: numerals 200 D with top on the horizontal centreline (200 D bracket starts at the centreline), baseline +200; CLEARANCE 80 C baseline -90 (top -170); LOW 80 D baseline -210 (top -290). 'm' 160 Emod on the same baseline as runs (drawing shows its top 34 below the numeral top, i.e. 194 not 200 - 6 mm drawing inconsistency; common baseline used). Bottom rows: LOW 198, CLEARANCE 500, numerals Varies | 60 | m 175, group centred. Vary values chosen (not stated). QA: the drawing gives the 80/40/80/90/200 chain but no dimension from the sign edge or centreline to it; the illustration measures LOW top ~204, CLEARANCE 324-408, numeral baseline ~698 (numeral top ~498, i.e. ~30 above the centreline), so the centreline anchor used here is not confirmed - needs a decision."
W4-8,intervene/Warning Signs/LOW_CLEARANCE_2.8_M_YELLOW_DIAMOND_W4-8.svg,1060.66x1060.66,LOW CLEARANCE 2.8 m,ok,"vertical datum of the LOW / CLEARANCE / numeral block is not dimensioned: spec anchors the 200 D numeral top on the centreline, illustration shows the block ~30 mm higher - LOW top ~204 vs 240; intervene set"," Diamond 750 side drawn as bounding square 750*sqrt2 = 1060.66 (centre 530.33); R50 outer, 10 yellow edge, 30 black border (as drawing). Right chain 80 D | 40 | 80 C | 90 | (34 | 160 Emod) = 200 D: numerals 200 D with top on the horizontal centreline (200 D bracket starts at the centreline), baseline +200; CLEARANCE 80 C baseline -90 (top -170); LOW 80 D baseline -210 (top -290). 'm' 160 Emod on the same baseline as runs (drawing shows its top 34 below the numeral top, i.e. 194 not 200 - 6 mm drawing inconsistency; common baseline used). Bottom rows: LOW 198, CLEARANCE 500, numerals Varies | 60 | m 175, group centred. Vary values chosen (not stated). QA: the drawing gives the 80/40/80/90/200 chain but no dimension from the sign edge or centreline to it; the illustration measures LOW top ~204, CLEARANCE 324-408, numeral baseline ~698 (numeral top ~498, i.e. ~30 above the centreline), so the centreline anchor used here is not confirmed - needs a decision."
